id,state
CA008105000,NB
CA008105042,NB
CA008105058,NB
CA008105065,NB
CA008105100,NB
CA008105200,NB
CA008105202,NB
CA008105300,NB
CA008105302,NB
CA008105400,NB
CA008105500,NB
CA008105505,NB
CA008105518,NB
CA008105520,NB
CA008105540,NB
CA008105546,NB
CA008105550,NB
CA008105551,NB
CA008105560,NB
CA008105568,NB
CA008105569,NB
CA008105580,NB
CA008105595,NB
CA008105597,NB
CA008105600,NB
CA008105605,NB
CA00810AL00,NB
CA00810D9BC,NB
CA00810D9KN,NB
CA00810I001,NB
CA00810JAE0,NB
CA00810JL00,NB
CA00810M937,NB
CA00810MRBE,NB
CA00810N002,NB
CA008200015,NS
CA008200091,NS
CA008200100,NS
CA008200150,NS
CA008200151,NS
CA008200155,NS
CA008200170,NS
CA008200180,NS
CA008200200,NS
CA008200210,NS
CA008200220,NS
CA008200250,NS
CA008200254,NS
CA008200255,NS
CA008200300,NS
CA008200301,NS
CA008200400,NS
CA008200437,NS
CA008200500,NS
CA008200550,NS
CA008200558,NS
CA008200575,NS
CA008200577,NS
CA008200578,NS
CA008200579,NS
CA008200581,NS
CA008200584,NS
CA008200587,NS
CA008200590,NS
CA008200596,NS
CA008200600,NS
CA008200604,NS
CA008200630,NS
CA008200635,NS
CA008200638,NS
CA008200640,NS
CA008200650,NS
CA008200670,NS
CA008200700,NS
CA008200750,NS
CA008200774,NS
CA008200800,NS
CA008200810,NS
CA008200816,NS
CA008200818,NS
CA008200824,NS
CA008200825,NS
CA008200827,NS
CA008200830,NS
CA008200850,NS
CA008200860,NS
CA008200875,NS
CA008200900,NS
CA008200940,NS
CA008200989,NS
CA008201000,NS
CA008201100,NS
CA008201200,NS
CA008201292,NS
CA008201336,NS
CA008201380,NS
CA008201390,NS
CA008201400,NS
CA008201410,NS
CA008201500,NS
CA008201600,NS
CA008201601,NS
CA008201602,NS
CA008201605,NS
CA008201685,NS
CA008201690,NS
CA008201695,NS
CA008201700,NS
CA008201716,NS
CA008201750,NS
CA008201766,NS
CA008201780,NS
CA008201800,NS
CA008201850,NS
CA008201900,NS
CA008201925,NS
CA008201950,NS
CA008201969,NS
CA008201980,NS
CA008202000,NS
CA008202198,NS
CA008202200,NS
CA008202220,NS
CA008202250,NS
CA008202251,NS
CA008202260,NS
CA008202270,NS
CA008202300,NS
CA008202318,NS
CA008202337,NS
CA008202400,NS
CA008202415,NS
CA008202420,NS
CA008202465,NS
CA008202500,NS
CA008202502,NS
CA008202535,NS
CA008202550,NS
CA008202565,NS
CA008202580,NS
CA008202590,NS
CA008202592,NS
CA008202700,NS
CA008202701,NS
CA008202800,NS
CA008202810,NS
CA008202856,NS
CA008202890,NS
CA008202896,NS
CA008202900,NS
CA008202925,NS
CA008202950,NS
CA008202975,NS
CA008203000,NS
CA008203001,NS
CA008203100,NS
CA008203120,NS
CA008203150,NS
CA008203151,NS
CA008203156,NS
CA008203161,NS
CA008203164,NS
CA008203165,NS
CA008203170,NS
CA008203171,NS
CA008203200,NS
CA008203210,NS
CA008203230,NS
CA008203249,NS
CA008203268,NS
CA008203300,NS
CA008203320,NS
CA008203396,NS
CA008203400,NS
CA008203405,NS
CA008203422,NS
CA008203423,NS
CA008203425,NS
CA008203430,NS
CA008203450,NS
CA008203478,NS
CA008203500,NS
CA008203510,NS
CA008203520,NS
CA008203535,NS
CA008203550,NS
CA008203564,NS
CA008203567,NS
CA008203570,NS
CA008203600,NS
CA008203700,NS
CA008203702,NS
CA008203800,NS
CA008203905,NS
CA008204000,NS
CA008204100,NS
CA008204124,NS
CA008204125,NS
CA008204150,NS
CA008204151,NS
CA008204158,NS
CA008204161,NS
CA008204165,NS
CA008204193,NS
CA008204197,NS
CA008204200,NS
CA008204300,NS
CA008204400,NS
CA008204402,NS
CA008204405,NS
CA008204420,NS
CA008204421,NS
CA008204423,NS
CA008204425,NS
CA008204450,NS
CA008204453,NS
CA008204455,NS
CA008204456,NS
CA008204457,NS
CA008204459,NS
CA008204477,NS
CA008204480,NS
CA008204491,NS
CA008204493,NS
CA008204495,NS
CA008204500,NS
CA008204510,NS
CA008204512,NS
CA008204525,NS
CA008204550,NS
CA008204565,NS
CA008204570,NS
CA008204577,NS
CA008204578,NS
CA008204600,NS
CA008204620,NS
CA008204700,NS
CA008204701,NS
CA008204702,NS
CA008204800,NS
CA008204900,NS
CA008204909,NS
CA008205000,NS
CA008205050,NS
CA008205055,NS
CA008205062,NS
CA008205070,NS
CA008205079,NS
CA008205085,NS
CA008205090,NS
CA008205091,NS
CA008205092,NS
CA008205100,NS
CA008205120,NS
CA008205126,NS
CA008205148,NS
CA008205170,NS
CA008205180,NS
CA008205185,NS
CA008205192,NS
CA008205193,NS
CA008205200,NS
CA008205215,NS
CA008205217,NS
CA008205300,NS
CA008205315,NS
CA008205400,NS
CA008205401,NS
CA008205490,NS
CA008205600,NS
CA008205601,NS
CA008205623,NS
CA008205650,NS
CA008205698,NS
CA008205700,NS
CA008205702,NS
CA008205774,NS
CA008205775,NS
CA008205800,NS
CA008205895,NS
CA008205900,NS
CA008205950,NS
CA008205988,NS
CA008205990,NS
CA008205992,NS
CA008206000,NS
CA008206100,NS
CA008206180,NS
CA008206200,NS
CA008206208,NS
CA008206222,NS
CA008206225,NS
CA008206228,NS
CA008206232,NS
CA008206240,NS
CA008206246,NS
CA008206250,NS
CA008206260,NS
CA008206275,NS
CA008206300,NS
CA008206316,NS
CA008206400,NS
CA008206404,NS
CA008206405,NS
CA008206410,NS
CA008206415,NS
CA008206440,NS
CA008206450,NS
CA008206490,NS
CA008206491,NS
CA008206495,NS
CA008206500,NS
CA008206600,NS
CA00820J8C7,NS
CA008300060,PE
CA008300080,PE
CA008300085,PE
CA008300100,PE
CA008300102,PE
CA008300108,PE
CA008300128,PE
CA008300150,PE
CA008300200,PE
CA008300298,PE
CA008300300,PE
CA008300301,PE
CA008300400,PE
CA008300401,PE
CA008300405,PE
CA008300416,PE
CA008300418,PE
CA008300420,PE
CA008300425,PE
CA008300430,PE
CA008300438,PE
CA008300439,PE
CA008300441,PE
CA008300442,PE
CA008300445,PE
CA008300447,PE
CA008300452,PE
CA008300455,PE
CA008300497,PE
CA008300499,PE
CA008300500,PE
CA008300502,PE
CA008300510,PE
CA008300516,PE
CA008300525,PE
CA008300550,PE
CA008300560,PE
CA008300562,PE
CA008300570,PE
CA008300585,PE
CA008300588,PE
CA008300590,PE
CA008300596,PE
CA008300600,PE
CA008300605,PE
CA008300700,PE
CA008300800,PE
CA008300845,PE
CA008300846,PE
CA008300870,PE
CA008300900,PE
CA008300907,PE
CA008305500,PE
CA00830P001,PE
CA008400100,NL
CA008400102,NL
CA008400104,NL
CA008400135,NL
CA008400225,NL
CA008400300,NL
CA008400301,NL
CA008400309,NL
CA008400350,NL
CA008400359,NL
CA008400412,NL
CA008400413,NL
CA008400414,NL
CA008400415,NL
CA008400505,NL
CA008400549,NL
CA008400550,NL
CA008400552,NL
CA008400570,NL
CA008400578,NL
CA008400600,NL
CA008400601,NL
CA008400650,NL
CA008400666,NL
CA008400675,NL
CA008400698,NL
CA008400699,NL
CA008400700,NL
CA008400711,NL
CA008400798,NL
CA008400800,NL
CA008400801,NL
CA008400810,NL
CA008400812,NL
CA008400850,NL
CA008400940,NL
CA008400QJK,NL
CA008401000,NL
CA008401053,NL
CA008401070,NL
CA008401075,NL
CA008401078,NL
CA008401080,NL
CA008401102,NL
CA008401104,NL
CA008401125,NL
CA008401128,NL
CA008401140,NL
CA008401141,NL
CA008401150,NL
CA008401200,NL
CA008401250,NL
CA008401251,NL
CA008401257,NL
CA008401259,NL
CA008401260,NL
CA008401286,NL
CA008401295,NL
CA008401298,NL
CA008401300,NL
CA008401302,NL
CA008401335,NL
CA008401400,NL
CA008401410,NL
CA008401500,NL
CA008401501,NL
CA008401502,NL
CA008401506,NL
CA008401518,NL
CA008401524,NL
CA008401525,NL
CA008401528,NL
CA008401530,NL
CA008401538,NL
CA008401550,NL
CA008401565,NL
CA008401582,NL
CA008401583,NL
CA008401585,NL
CA008401599,NL
CA008401600,NL
CA008401601,NL
CA008401618,NL
CA008401642,NL
CA008401650,NL
CA008401651,NL
CA008401700,NL
CA008401703,NL
CA008401705,NL
CA008401711,NL
CA008401728,NL
CA008401799,NL
CA008401800,NL
CA008401880,NL
CA008401999,NL
CA008401EK4,NL
CA008402000,NL
CA008402050,NL
CA008402052,NL
CA008402053,NL
CA008402057,NL
CA008402060,NL
CA008402065,NL
CA008402069,NL
CA008402071,NL
CA008402073,NL
CA008402075,NL
CA008402076,NL
CA008402078,NL
CA008402080,NL
CA008402100,NL
CA008402210,NL
CA008402300,NL
CA008402303,NL
CA008402309,NL
CA008402310,NL
CA008402383,NL
CA008402415,NL
CA008402436,NL
CA008402450,NL
CA008402470,NL
CA008402471,NL
CA008402474,NL
CA008402500,NL
CA008402516,NL
CA008402520,NL
CA008402544,NL
CA008402563,NL
CA008402565,NL
CA008402568,NL
CA008402569,NL
CA008402590,NL
CA008402592,NL
CA008402644,NL
CA008402755,NL
CA008402757,NL
CA008402759,NL
CA008402770,NL
CA008402840,NL
CA008402873,NL
CA008402874,NL
CA008402925,NL
CA008402945,NL
CA008402950,NL
CA008402956,NL
CA008402957,NL
CA008402958,NL
CA008402966,NL
CA008402968,NL
CA008402972,NL
CA008402973,NL
CA008402975,NL
CA008402R20,NL
CA008402RB0,NL
CA008402RK0,NL
CA008403000,NL
CA008403008,NL
CA008403040,NL
CA008403044,NL
CA008403045,NL
CA008403060,NL
CA008403075,NL
CA008403082,NL
CA008403083,NL
CA008403085,NL
CA008403093,NL
CA008403096,NL
CA008403097,NL
CA008403098,NL
CA008403210,NL
CA008403255,NL
CA008403290,NL
CA008403300,NL
CA008403399,NL
CA008403400,NL
CA008403401,NL
CA008403402,NL
CA008403403,NL
CA008403410,NL
CA008403417,NL
CA008403418,NL
CA008403448,NL
CA008403450,NL
CA008403500,NL
CA008403501,NL
CA008403505,NL
CA008403506,NL
CA008403523,NL
CA008403600,NL
CA008403603,NL
CA008403605,NL
CA008403615,NL
CA008403616,NL
CA008403617,NL
CA008403618,NL
CA008403619,NL
CA008403620,NL
CA008403621,NL
CA008403622,NL
CA008403623,NL
CA008403635,NL
CA008403650,NL
CA008403667,NL
CA008403669,NL
CA008403680,NL
CA008403690,NL
CA008403691,NL
CA008403693,NL
CA008403700,NL
CA008403702,NL
CA008403775,NL
CA008403800,NL
CA008403815,NL
CA008403818,NL
CA008403820,NL
CA008403825,NL
CA008403850,NL
CA008403851,NL
CA008403852,NL
CA008403854,NL
CA008403858,NL
CA008403860,NL
CA008403866,NL
CA008403870,NL
CA008403875,NL
CA008403950,NL
CA008403971,NL
CA008403990,NL
CA008403FN0,NL
CA008404000,NL
CA008404025,NL
CA008404080,NL
CA008404100,NL
CA008404201,NL
CA008404210,NL
CA008404225,NL
CA008404234,NL
CA008404235,NL
CA008404237,NL
CA008404240,NL
CA008404241,NL
CA008404310,NL
CA008404320,NL
CA008404340,NL
CA008404343,NL
CA00840B053,NL
CA00840B5HH,NL
CA00840BR7C,NL
CA00840C401,NL
CA00840C616,NL
CA00840D401,NL
CA00840K0NC,NL
CA00840KE88,NL
CA00840KN90,NL
CA00840L0R9,NL
CA00840M001,NL
CA008500200,NL
CA008500395,NL
CA008500398,NL
CA008500400,NL
CA008500500,NL
CA008500900,NL
CA008500920,NL
CA008500926,NL
CA008501100,NL
CA008501130,NL
CA008501131,NL
CA008501132,NL
CA008501548,NL
CA008501615,NL
CA008501900,NL
CA008502059,NL
CA008502200,NL
CA008502400,NL
CA008502589,NL
CA008502591,NL
CA008502600,NL
CA008502700,NL
CA008502750,NL
CA008502799,NL
CA008502800,NL
CA008502875,NL
CA008502876,NL
CA008502900,NL
CA008502960,NL
CA008502NHR,NL
CA008503018,NL
CA008503081,NL
CA008503090,NL
CA008503100,NL
CA008503249,NL
CA008503250,NL
CA008503630,NL
CA008503992,NL
CA008504050,NL
CA008504060,NL
CA008504175,NL
CA008504176,NL
CA008504216,NL
CA008504217,NL
CA00850A131,NL
CA00850B5R1,NL
CA1AB000001,AB
CA1AB000002,AB
CA1AB000003,AB
CA1AB000004,AB
CA1AB000005,AB
CA1AB000006,AB
CA1AB000008,AB
CA1AB000009,AB
CA1AB000010,AB
CA1AB000012,AB
CA1AB000014,AB
CA1AB000015,AB
CA1AB000017,AB
CA1AB000018,AB
CA1AB000019,AB
CA1AB000022,AB
CA1AB000023,AB
CA1AB000024,AB
CA1AB000025,AB
CA1AB000027,AB
CA1AB000029,AB
CA1AB000030,AB
CA1AB000031,AB
CA1AB000032,AB
CA1AB000034,AB
CA1AB000036,AB
CA1AB000037,AB
CA1AB000038,AB
CA1AB000039,AB
CA1AB000040,AB
CA1AB000043,AB
CA1AB000046,AB
CA1AB000051,AB
CA1AB000053,AB
CA1AB000054,AB
CA1AB000055,AB
CA1AB000056,AB
CA1AB000058,AB
CA1AB000059,AB
CA1AB000064,AB
CA1AB000065,AB
CA1AB000066,AB
CA1AB000067,AB
CA1AB000072,AB
CA1AB000073,AB
CA1AB000074,AB
CA1AB000077,AB
CA1AB000083,AB
CA1AB000093,AB
CA1AB000094,AB
CA1AB000096,AB
CA1AB000097,AB
CA1AB000120,AB
CA1AB000127,AB
CA1AB000134,AB
CA1AB000147,AB
CA1AB000158,AB
CA1AB000163,AB
CA1AB000166,AB
CA1AB000169,AB
CA1AB000172,AB
CA1AB000181,AB
CA1AB000183,AB
CA1AB000193,AB
CA1AB000195,AB
CA1AB000199,AB
CA1AB000201,AB
CA1AB000202,AB
CA1AB000204,AB
CA1AB000205,AB
CA1AB000206,AB
CA1AB000208,AB
CA1AB000209,AB
CA1AB000214,AB
CA1AB000222,AB
CA1AB000226,AB
CA1AB000227,AB
CA1AB000228,AB
CA1BC000002,BC
CA1BC000003,BC
CA1BC000004,BC
CA1BC000005,BC
CA1BC000006,BC
CA1BC000007,BC
CA1BC000008,BC
CA1BC000009,BC
CA1BC000010,BC
CA1BC000011,BC
CA1BC000016,BC
CA1BC000018,BC
CA1BC000019,BC
CA1BC000020,BC
CA1BC000021,BC
CA1BC000023,BC
CA1BC000024,BC
CA1BC000027,BC
CA1BC000028,BC
CA1BC000030,BC
CA1BC000032,BC
CA1BC000033,BC
CA1BC000034,BC
CA1BC000035,BC
CA1BC000036,BC
CA1BC000037,BC
CA1BC000038,BC
CA1BC000039,BC
CA1BC000040,BC
CA1BC000041,BC
CA1BC000044,BC
CA1BC000046,BC
CA1BC000048,BC
CA1BC000049,BC
CA1BC000050,BC
CA1BC000051,BC
CA1BC000052,BC
CA1BC000053,BC
CA1BC000054,BC
CA1BC000055,BC
CA1BC000056,BC
CA1BC000057,BC
CA1BC000058,BC
CA1BC000060,BC
CA1BC000065,BC
CA1BC000067,BC
CA1BC000070,BC
CA1BC000072,BC
CA1BC000077,BC
CA1BC000079,BC
CA1BC000083,BC
CA1BC000085,BC
CA1BC000086,BC
CA1BC000087,BC
CA1BC000088,BC
CA1BC000089,BC
CA1BC000091,BC
CA1BC000096,BC
CA1BC000097,BC
CA1BC000099,BC
CA1BC000100,BC
CA1BC000102,BC
CA1BC000104,BC
CA1BC000106,BC
CA1BC000107,BC
CA1BC000108,BC
CA1BC000111,BC
CA1BC000112,BC
CA1BC000114,BC
CA1BC000116,BC
CA1MB000001,MB
CA1MB000002,MB
CA1MB000003,MB
CA1MB000004,MB
CA1MB000005,MB
CA1MB000006,MB
CA1MB000007,MB
CA1MB000008,MB
CA1MB000009,MB
CA1MB000010,MB
CA1MB000011,MB
CA1MB000013,MB
CA1MB000016,MB
CA1MB000019,MB
CA1MB000020,MB
CA1MB000023,MB
CA1MB000024,MB
CA1MB000027,MB
CA1MB000029,MB
CA1MB000030,MB
CA1MB000031,MB
CA1MB000032,MB
CA1MB000035,MB
CA1MB000036,MB
CA1MB000037,MB
CA1MB000038,MB
CA1MB000040,MB
CA1MB000041,MB
CA1MB000043,MB
CA1MB000044,MB
CA1MB000045,MB
CA1MB000048,MB
CA1MB000049,MB
CA1MB000050,MB
CA1MB000051,MB
CA1MB000052,MB
CA1MB000053,MB
CA1MB000054,MB
CA1MB000056,MB
CA1MB000057,MB
CA1MB000062,MB
CA1MB000063,MB
CA1MB000065,MB
CA1MB000067,MB
CA1MB000068,MB
CA1MB000072,MB
CA1MB000073,MB
CA1MB000075,MB
CA1MB000076,MB
CA1MB000077,MB
CA1MB000078,MB
CA1MB000079,MB
CA1MB000081,MB
CA1MB000084,MB
CA1MB000085,MB
CA1MB000086,MB
CA1MB000089,MB
CA1MB000090,MB
CA1MB000091,MB
CA1MB000092,MB
CA1MB000100,MB
CA1MB000101,MB
CA1MB000102,MB
CA1MB000106,MB
CA1MB000108,MB
CA1MB000109,MB
CA1MB000111,MB
CA1MB000113,MB
CA1MB000114,MB
CA1MB000116,MB
CA1MB000121,MB
CA1MB000124,MB
CA1MB000126,MB
CA1MB000127,MB
CA1MB000129,MB
CA1MB000133,MB
CA1MB000134,MB
CA1MB000136,MB
CA1MB000139,MB
CA1MB000140,MB
CA1MB000141,MB
CA1MB000143,MB
CA1MB000144,MB
CA1MB000149,MB
CA1MB000152,MB
CA1MB000154,MB
CA1MB000155,MB
CA1MB000157,MB
CA1MB000158,MB
CA1MB000160,MB
CA1MB000161,MB
CA1MB000162,MB
CA1MB000163,MB
CA1MB000164,MB
CA1MB000166,MB
CA1MB000168,MB
CA1MB000171,MB
CA1MB000172,MB
CA1MB000173,MB
CA1MB000176,MB
CA1MB000177,MB
CA1MB000178,MB
CA1MB000180,MB
CA1MB000181,MB
CA1MB000184,MB
CA1MB000187,MB
CA1MB000188,MB
CA1MB000195,MB
CA1MB000198,MB
CA1MB000200,MB
CA1MB000201,MB
CA1MB000202,MB
CA1MB000203,MB
CA1MB000204,MB
CA1MB000205,MB
CA1MB000206,MB
CA1MB000207,MB
CA1MB000209,MB
CA1MB000214,MB
CA1MB000217,MB
CA1MB000221,MB
CA1MB000222,MB
CA1MB000224,MB
CA1MB000225,MB
CA1MB000226,MB
CA1MB000228,MB
CA1MB000229,MB
CA1MB000231,MB
CA1MB000237,MB
CA1MB000242,MB
CA1MB000243,MB
CA1MB000244,MB
CA1MB000245,MB
CA1MB000246,MB
CA1MB000247,MB
CA1MB000248,MB
CA1MB000249,MB
CA1MB000251,MB
CA1MB000252,MB
CA1MB000262,MB
CA1MB000263,MB
CA1MB000264,MB
CA1MB000265,MB
CA1MB000266,MB
CA1MB000268,MB
CA1MB000270,MB
CA1MB000271,MB
CA1MB000272,MB
CA1MB000273,MB
CA1MB000274,MB
CA1MB000275,MB
CA1MB000287,MB
CA1MB000288,MB
CA1MB000291,MB
CA1MB000292,MB
CA1MB000296,MB
CA1MB000298,MB
CA1MB000300,MB
CA1MB000318,MB
CA1MB000323,MB
CA1MB000324,MB
CA1MB000331,MB
CA1MB000335,MB
CA1MB000345,MB
CA1MB000346,MB
CA1MB000350,MB
CA1MB000354,MB
CA1MB000355,MB
CA1MB000361,MB
CA1MB000362,MB
CA1MB000364,MB
CA1MB000367,MB
CA1MB000368,MB
CA1MB000369,MB
CA1MB000371,MB
CA1MB000372,MB
CA1MB000375,MB
CA1MB000376,MB
CA1MB000377,MB
CA1MB000379,MB
CA1MB000382,MB
CA1MB000385,MB
CA1MB000393,MB
CA1MB000394,MB
CA1MB000399,MB
CA1MB000409,MB
CA1MB000412,MB
CA1MB000416,MB
CA1NB000001,NB
CA1NB000002,NB
CA1NB000003,NB
CA1NB000004,NB
CA1NB000005,NB
CA1NB000006,NB
CA1NB000007,NB
CA1NB000008,NB
CA1NB000009,NB
CA1NB000010,NB
CA1NB000011,NB
CA1NB000012,NB
CA1NB000013,NB
CA1NB000014,NB
CA1NB000015,NB
CA1NB000016,NB
CA1NB000017,NB
CA1NB000018,NB
CA1NB000025,NB
CA1NB000026,NB
CA1NB000027,NB
CA1NB000028,NB
CA1NB000029,NB
CA1NB000030,NB
CA1NB000031,NB
CA1NB000032,NB
CA1NB000033,NB
CA1NB000034,NB
CA1NB000035,NB
CA1NB000036,NB
CA1NB000038,NB
CA1NB000039,NB
CA1NB000041,NB
CA1NB000042,NB
CA1NB000043,NB
CA1NB000044,NB
CA1NB000045,NB
CA1NB000046,NB
CA1NB000047,NB
CA1NB000049,NB
CA1NB000050,NB
CA1NB000051,NB
CA1NB000053,NB
CA1NB000054,NB
CA1NB000055,NB
CA1NB000057,NB
CA1NB000058,NB
CA1NB000060,NB
CA1NB000061,NB
CA1NB000064,NB
CA1NB000068,NB
CA1NB000075,NB
CA1NB000076,NB
CA1NB000080,NB
CA1NB000081,NB
CA1NB000082,NB
CA1NB000083,NB
CA1NB000084,NB
CA1NB000085,NB
CA1NB000087,NB
CA1NB000089,NB
CA1NB000093,NB
CA1NB000094,NB
CA1NB000095,NB
CA1NB000096,NB
CA1NB000097,NB
CA1NB000098,NB
CA1NB000101,NB
CA1NB000104,NB
CA1NB000105,NB
CA1NB000107,NB
CA1NB000108,NB
CA1NB000112,NB
CA1NB000119,NB
CA1NB000121,NB
CA1NB000122,NB
CA1NB000126,NB
CA1NB000127,NB
CA1NB000134,NB
CA1NB000136,NB
CA1NB000137,NB
CA1NB000141,NB
CA1NB000149,NB
CA1NB000150,NB
CA1NB000151,NB
CA1NB000154,NB
CA1NB000155,NB
CA1NB000156,NB
CA1NB000159,NB
CA1NL000002,NL
CA1NL000005,NL
CA1NL000006,NL
CA1NL000011,NL
CA1NL000013,NL
CA1NL000014,NL
CA1NL000017,NL
CA1NL000021,NL
CA1NL000026,NL
CA1NL000031,NL
CA1NL000035,NL
CA1NL000036,NL
CA1NL000049,NL
CA1NL000050,NL
CA1NL000062,NL
CA1NL000063,NL
CA1NL000065,NL
CA1NL000066,NL
CA1NL000067,NL
CA1NL000069,NL
CA1NL000070,NL
CA1NL000072,NL
CA1NL000073,NL
CA1NL000075,NL
CA1NL000076,NL
CA1NL000079,NL
CA1NL000081,NL
CA1NL000082,NL
CA1NL000084,NL
CA1NL000088,NL
CA1NS000001,NS
CA1NS000002,NS
CA1NS000003,NS
CA1NS000004,NS
CA1NS000006,NS
CA1NS000007,NS
CA1NS000009,NS
CA1NS000010,NS
CA1NS000011,NS
CA1NS000012,NS
CA1NS000013,NS
CA1NS000014,NS
CA1NS000015,NS
CA1NS000016,NS
CA1NS000018,NS
CA1NS000019,NS
CA1NS000020,NS
CA1NS000022,NS
CA1NS000023,NS
CA1NS000025,NS
CA1NS000026,NS
CA1NS000030,NS
CA1NS000031,NS
CA1NS000032,NS
CA1NS000035,NS
CA1NS000036,NS
CA1NS000038,NS
CA1NS000039,NS
CA1NS000041,NS
CA1NS000043,NS
CA1NS000044,NS
CA1NS000045,NS
CA1NS000046,NS
CA1NS000049,NS
CA1NS000050,NS
CA1NS000053,NS
CA1NS000054,NS
CA1NS000056,NS
CA1NS000059,NS
CA1NS000060,NS
CA1NS000061,NS
CA1NS000062,NS
CA1NS000063,NS
CA1NS000064,NS
CA1NS000067,NS
CA1NS000068,NS
CA1NS000069,NS
CA1NS000070,NS
CA1NS000074,NS
CA1NS000081,NS
CA1NS000082,NS
CA1NS000083,NS
CA1NS000086,NS
CA1NS000092,NS
CA1NS000093,NS
CA1NS000094,NS
CA1NS000097,NS
CA1NS000101,NS
CA1NS000102,NS
CA1NS000103,NS
CA1NS000105,NS
CA1NS000106,NS
CA1NS000107,NS
CA1NS000108,NS
CA1NS000109,NS
CA1NS000110,NS
CA1NS000111,NS
CA1NS000114,NS
CA1NS000118,NS
CA1NS000119,NS
CA1NS000120,NS
CA1NS000123,NS
CA1NS000134,NS
CA1NS000142,NS
CA1NS000151,NS
CA1NS000152,NS
CA1NS000153,NS
CA1NS000159,NS
CA1NS000160,NS
CA1NS000163,NS
CA1NS000165,NS
CA1NS000166,NS
CA1NS000167,NS
CA1NS000170,NS
CA1NS000171,NS
CA1NS000172,NS
CA1NS000174,NS
CA1NS000175,NS
CA1NS000176,NS
CA1NS000177,NS
CA1NS000180,NS
CA1NS000182,NS
CA1NS000184,NS
CA1NS000188,NS
CA1NS000190,NS
CA1NS000192,NS
CA1NS000193,NS
CA1NS000196,NS
CA1NS000202,NS
CA1NS000204,NS
CA1NS000205,NS
CA1NS000206,NS
CA1NS000211,NS
CA1NS000214,NS
CA1NS000215,NS
CA1NS000217,NS
CA1NS000218,NS
CA1NT000001,NT
CA1NT000002,NT
CA1NT000003,NT
CA1NT000007,NT
CA1NU000001,NU
CA1ON000004,ON
CA1ON000005,ON
CA1ON000006,ON
CA1ON000008,ON
CA1ON000009,ON
CA1ON000010,ON
CA1ON000013,ON
CA1ON000014,ON
CA1ON000019,ON
CA1ON000020,ON
CA1ON000021,ON
CA1ON000022,ON
CA1ON000023,ON
CA1ON000025,ON
CA1ON000027,ON
CA1ON000031,ON
CA1ON000033,ON
CA1ON000034,ON
CA1ON000042,ON
CA1ON000043,ON
CA1ON000045,ON
CA1ON000046,ON
CA1ON000049,ON
CA1ON000050,ON
CA1ON000051,ON
CA1ON000053,ON
CA1ON000055,ON
CA1ON000056,ON
CA1ON000059,ON
CA1ON000062,ON
CA1ON000063,ON
CA1ON000064,ON
CA1ON000066,ON
CA1ON000070,ON
CA1ON000071,ON
CA1ON000072,ON
CA1ON000075,ON
CA1ON000076,ON
CA1ON000077,ON
CA1ON000079,ON
CA1ON000080,ON
CA1ON000082,ON
CA1ON000083,ON
CA1ON000084,ON
CA1ON000086,ON
CA1ON000087,ON
CA1ON000088,ON
CA1ON000089,ON
CA1ON000090,ON
CA1ON000092,ON
CA1ON000093,ON
CA1ON000094,ON
CA1ON000096,ON
CA1ON000097,ON
CA1ON000098,ON
CA1ON000099,ON
CA1ON000101,ON
CA1ON000102,ON
CA1ON000103,ON
CA1ON000106,ON
CA1ON000109,ON
CA1ON000110,ON
CA1ON000115,ON
CA1ON000118,ON
CA1ON000119,ON
CA1ON000120,ON
CA1ON000121,ON
CA1ON000125,ON
CA1ON000129,ON
CA1ON000130,ON
CA1ON000131,ON
CA1ON000132,ON
CA1ON000133,ON
CA1ON000143,ON
CA1ON000144,ON
CA1ON000145,ON
CA1ON000149,ON
CA1ON000152,ON
CA1ON000153,ON
CA1ON000155,ON
CA1ON000156,ON
CA1ON000158,ON
CA1ON000159,ON
CA1ON000160,ON
CA1ON000161,ON
CA1ON000164,ON
CA1ON000166,ON
CA1ON000167,ON
CA1ON000169,ON
CA1ON000170,ON
CA1ON000173,ON
CA1ON000174,ON
CA1ON000178,ON
CA1ON000179,ON
CA1ON000182,ON
CA1ON000183,ON
CA1ON000184,ON
CA1ON000185,ON
CA1ON000186,ON
CA1ON000187,ON
CA1ON000189,ON
CA1ON000192,ON
CA1ON000195,ON
CA1ON000197,ON
CA1ON000198,ON
CA1ON000199,ON
CA1ON000200,ON
CA1ON000202,ON
CA1ON000203,ON
CA1ON000208,ON
CA1ON000209,ON
CA1ON000210,ON
CA1ON000211,ON
CA1ON000212,ON
CA1ON000213,ON
CA1ON000214,ON
CA1ON000215,ON
CA1ON000216,ON
CA1ON000218,ON
CA1ON000220,ON
CA1ON000223,ON
CA1ON000224,ON
CA1ON000225,ON
CA1ON000226,ON
CA1ON000228,ON
CA1ON000229,ON
CA1ON000230,ON
CA1ON000232,ON
CA1ON000233,ON
CA1ON000235,ON
CA1ON000236,ON
CA1ON000238,ON
CA1ON000242,ON
CA1ON000244,ON
CA1ON000245,ON
CA1ON000247,ON
CA1ON000248,ON
CA1ON000260,ON
CA1ON000261,ON
CA1ON000272,ON
CA1ON000278,ON
CA1ON000283,ON
CA1ON000285,ON
CA1ON000286,ON
CA1ON000291,ON
CA1ON000293,ON
CA1ON000298,ON
CA1ON000299,ON
CA1ON000302,ON
CA1ON000303,ON
CA1ON000306,ON
